E1,E2,E3,E4,E5,24-bit color
0.30460000000000004,0.3,0.09680000000000001,0.25220000000000004,0.046400000000000004,15393476
0.398,0.14439999999999997,0.05,0.3534,0.0542,15393476
0.5464,0.203,0.0498,0.099,0.1018,15393466
0.0542,0.6476000000000001,0.0988,0.09919999999999998,0.10019999999999998,15392989
0.04659068186362729,0.2547490501899621,0.449510097980404,0.20235952809438115,0.04679064187162568,15392987
0.0508,0.595,0.14679999999999999,0.10699999999999998,0.10039999999999999,15392987
0.10617876424715056,0.5490901819636071,0.046990601879624075,0.2463507298540292,0.051389722055588886,15392984
0.050610122024404874,0.25245049009801956,0.5033006601320265,0.04320864172834567,0.15043008601720342,15392979
0.04180000000000001,0.3058,0.4534,0.0478,0.15120000000000003,15392979
0.052389522095580884,0.45510897820435914,0.35132973405318935,0.046990601879624075,0.09418116376724656,15392979
0.0966,0.559,0.19660000000000002,0.05280000000000001,0.09500000000000001,15392979
0.4967006598680264,0.09778044391121776,0.04939012197560488,0.29954009198160364,0.05658868226354729,15392966
0.2510502100420084,0.6013202640528105,0.046209241848369664,0.052410482096419284,0.04900980196039208,15392956
0.0532,0.3994,0.40659999999999996,0.041999999999999996,0.0988,15392211
0.05398920215956808,0.14977004599080182,0.6012797440511897,0.04939012197560488,0.1455708858228354,15392209
0.0502,0.2084,0.5508000000000001,0.04520000000000001,0.1454,15392209
0.19839999999999997,0.504,0.14679999999999999,0.04719999999999999,0.1036,15392209
0.5598,0.15020000000000003,0.09660000000000002,0.09500000000000003,0.09840000000000002,15392196
0.5406000000000001,0.2028,0.047400000000000005,0.15180000000000002,0.0574,15392168
0.054389122175564894,0.34353129374125174,0.4511097780443911,0.054389122175564894,0.09658068386322735,15391697
0.5034000000000002,0.10100000000000002,0.1964,0.10740000000000001,0.0918,15391663
0.5984,0.1496,0.14980000000000004,0.05080000000000001,0.051400000000000015,15390903
0.5028994201159767,0.10537892421515696,0.04179164167166567,0.2519496100779844,0.09798040391921617,15390901
0.5012997400519895,0.05098980203959207,0.24675064987002596,0.09758048390321933,0.10337932413517294,15390893
0.0508203281312525,0.09623849539815928,0.7507002801120448,0.058623449379751905,0.04361744697879152,15390409
0.297,0.20700000000000002,0.24960000000000004,0.09940000000000002,0.147,15390409
0.048,0.0494,0.8008,0.0532,0.04859999999999999,15390406
0.605,0.09620000000000001,0.202,0.047,0.0498,15390391
0.549109821964393,0.15003000600120026,0.1010202040408082,0.15003000600120026,0.04980996199239849,15389593
0.09921984396879376,0.048609721944388874,0.7015403080616123,0.09541908381676334,0.05521104220844169,15389126
0.20160000000000003,0.0976,0.6022,0.04760000000000001,0.05100000000000001,15389109
0.5039007801560312,0.05521104220844169,0.09821964392878574,0.24424884976995395,0.09841968393678734,15389103
0.24360000000000004,0.2516000000000001,0.30619999999999997,0.053000000000000005,0.14559999999999998,15388351
0.19500000000000006,0.05660000000000001,0.645,0.049600000000000005,0.053800000000000014,15388341
0.25500000000000006,0.20120000000000002,0.3438,0.05040000000000001,0.14959999999999998,15387834
0.25014997000599876,0.14737052589482103,0.40431913617276544,0.04679064187162567,0.15136972605478902,15386295
0.1994,0.1586,0.44420000000000004,0.0492,0.14859999999999998,15386293
0.20295940811837634,0.10477904419116177,0.5008998200359926,0.046990601879624075,0.144371125774845,15385778
0.248,0.1028,0.45339999999999997,0.04619999999999999,0.14959999999999996,15385778
0.2018,0.30460000000000004,0.04800000000000001,0.352,0.0936,15263958
0.0458,0.6110000000000001,0.041600000000000005,0.2504,0.0512,15263197
0.0488,0.44920000000000004,0.1002,0.30160000000000003,0.1002,15263195
0.04300860172034406,0.5059011802360472,0.04720944188837767,0.30166033206641324,0.10222044408881775,15263195
0.15059999999999998,0.39860000000000007,0.04740000000000001,0.3,0.10340000000000002,15263195
0.15283056611322265,0.5489097819563913,0.04880976195239048,0.1968393678735747,0.05261052210442088,15263195
0.04520000000000001,0.6608,0.0486,0.20160000000000003,0.0438,15262427
0.04619999999999999,0.6973999999999999,0.0534,0.1036,0.09939999999999999,15262427
0.049199999999999994,0.397,0.1518,0.2994,0.1026,15262424
0.1078,0.252,0.3974,0.1982,0.0446,15262424
